structure,robot,dataset,scene_id,r_filter,n_points,solved,time_secs,construction_secs,n_samples,n_nodes
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,28,0.048,6983,true,0.144382989,0.00018152,175720,32
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,28,0.048,6983,true,0.11162158,0.000214108,175720,32
capt_simd,baxter,bookshelf_tall_both_arms_easy,28,0.048,6983,true,0.211216512,0.418618276,175720,32
mvtable,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.030265616,0.000166292,3801,57
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.019140321,0.000212598,3801,57
capt,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.062279156,0.226777637,3801,57
kiddo,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.021137199,0.000330375,3801,57
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.014722819,0.000177169,3801,57
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.011803732,0.00022031,3801,57
capt_simd,baxter,bookshelf_tall_both_arms_easy,29,0.048,6966,true,0.022817109,0.408818192,3801,57
mvtable,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.038780635,0.000254567,9566,13
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.024851807,0.000224984,9566,13
capt,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.080087465,0.229825616,9566,13
kiddo,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.012533796,0.00038023,9566,13
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.022813643,0.000248784,9566,13
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.017000645,0.000188445,9566,13
capt_simd,baxter,bookshelf_tall_both_arms_easy,30,0.048,6964,true,0.032223393,0.411210553,9566,13
mvtable,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.014193387,0.000158624,6167,9
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.010029857,0.000211692,6167,9
capt,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.025026649,0.226914408,6167,9
kiddo,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.005766479,0.00044847,6167,9
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.006486651,0.000213969,6167,9
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.007027165,0.000244564,6167,9
capt_simd,baxter,bookshelf_tall_both_arms_easy,31,0.048,6976,true,0.009584218,0.409040113,6167,9
mvtable,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.022825964,0.000165294,6504,13
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.015553458,0.000227257,6504,13
capt,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.040873429,0.226904318,6504,13
kiddo,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.009415116,0.00037964,6504,13
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.011745587,0.000193457,6504,13
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.008489482,0.000218296,6504,13
capt_simd,baxter,bookshelf_tall_both_arms_easy,32,0.048,6971,true,0.013915284,0.414760782,6504,13
mvtable,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.171464153,0.000218614,43117,35
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.110313823,0.000277684,43117,35
capt,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.399930284,0.23071087,43117,35
kiddo,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.048592816,0.000359949,43117,35
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.103494917,0.000174648,43117,35
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.077127137,0.000224165,43117,35
capt_simd,baxter,bookshelf_tall_both_arms_easy,33,0.048,6974,true,0.168503662,0.40721678,43117,35
mvtable,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.025633393,0.000226073,2516,41
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.016646245,0.000182917,2516,41
capt,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.051424716,0.232419095,2516,41
kiddo,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.015202082,0.000369258,2516,41
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.010258629,0.000162529,2516,41
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.009049827,0.000302687,2516,41
capt_simd,baxter,bookshelf_tall_both_arms_easy,34,0.048,6978,true,0.016222466,0.411706849,2516,41
mvtable,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.099725528,0.000192618,8431,16
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.082662607,0.000303439,8431,16
capt,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.192760032,0.231564944,8431,16
kiddo,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.024787977,0.00036123,8431,16
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.042327222,0.000181184,8431,16
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.032399154,0.00022439,8431,16
capt_simd,baxter,bookshelf_tall_both_arms_easy,36,0.048,6973,true,0.072716444,0.427758336,8431,16
mvtable,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.035416302,0.000187998,3122,12
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.023091663,0.000262598,3122,12
capt,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.065496407,0.230954427,3122,12
kiddo,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.012614748,0.00037143,3122,12
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.015577008,0.000174371,3122,12
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.0111916,0.000217619,3122,12
capt_simd,baxter,bookshelf_tall_both_arms_easy,38,0.048,6975,true,0.020877753,0.414499595,3122,12
mvtable,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.335548692,0.000250519,153641,52
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.230018958,0.00023554,153641,52
capt,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.727643801,0.226883966,153641,52
kiddo,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.130206807,0.000350637,153641,52
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.211051443,0.000195766,153641,52
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.168715061,0.000210082,153641,52
capt_simd,baxter,bookshelf_tall_both_arms_easy,40,0.048,6966,true,0.331421451,0.407548164,153641,52
mvtable,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.071825484,0.000169631,8504,42
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.053382649,0.000197303,8504,42
capt,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.166252674,0.233385292,8504,42
kiddo,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.028057115,0.000358663,8504,42
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.033951631,0.00018549,8504,42
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.026159886,0.000232428,8504,42
capt_simd,baxter,bookshelf_tall_both_arms_easy,41,0.048,6973,true,0.051066378,0.41094887,8504,42
mvtable,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.043195602,0.00018757,5759,23
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.028063543,0.000225603,5759,23
capt,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.097299269,0.226841667,5759,23
kiddo,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.017301827,0.000370858,5759,23
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.021684914,0.000221356,5759,23
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.016821755,0.000214961,5759,23
capt_simd,baxter,bookshelf_tall_both_arms_easy,42,0.048,6953,true,0.03217935,0.406327934,5759,23
mvtable,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.025449674,0.000153083,6570,18
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.014798962,0.000217842,6570,18
capt,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.054383562,0.23163266,6570,18
kiddo,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.011276989,0.000344049,6570,18
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.015578963,0.000200078,6570,18
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.011042197,0.000219193,6570,18
capt_simd,baxter,bookshelf_tall_both_arms_easy,44,0.048,6969,true,0.023013069,0.413131646,6570,18
mvtable,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.025283,0.000199767,8045,24
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.017115786,0.000231331,8045,24
capt,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.053138053,0.232095861,8045,24
kiddo,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.013980102,0.000356971,8045,24
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.01381786,0.000182505,8045,24
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.009016295,0.000199955,8045,24
capt_simd,baxter,bookshelf_tall_both_arms_easy,46,0.048,6966,true,0.019222734,0.410528671,8045,24
mvtable,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.073015999,0.000163808,13337,17
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.048004496,0.000208188,13337,17
capt,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.175509185,0.228354312,13337,17
kiddo,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.02451946,0.000359929,13337,17
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.043899585,0.000193381,13337,17
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.036581838,0.000232919,13337,17
capt_simd,baxter,bookshelf_tall_both_arms_easy,48,0.048,6973,true,0.073647625,0.412290816,13337,17
mvtable,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.119779865,0.0001634,35087,24
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.078508446,0.000226523,35087,24
capt,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.249907221,0.228034012,35087,24
kiddo,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.040114243,0.00037904,35087,24
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.064726975,0.000192255,35087,24
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.057753779,0.000272665,35087,24
capt_simd,baxter,bookshelf_tall_both_arms_easy,49,0.048,6975,true,0.103882175,0.410785662,35087,24
mvtable,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.182793823,0.000243981,32128,65
mvtable_mutable,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.109257459,0.000283528,32128,65
capt,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.404146974,0.231226018,32128,65
kiddo,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.06598677,0.00037353,32128,65
mvtable_simd,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.106550863,0.00018546,32128,65
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.078475728,0.00024402,32128,65
capt_simd,baxter,bookshelf_tall_both_arms_easy,50,0.048,6969,true,0.178220195,0.406186548,32128,65
mvtable,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.440277573,0.000162942,1000000,7
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.335548034,0.000235358,1000000,7
capt,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.82920066,0.228898055,1000000,7
kiddo,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.256082309,0.000377289,1000000,7
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.325479715,0.00016407,1000000,7
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.283483232,0.000197544,1000000,7
capt_simd,baxter,bookshelf_tall_both_arms_hard,1,0.048,6969,false,0.45076871,0.402542544,1000000,7
mvtable,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.011873738,0.000151193,2867,16
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.00738181,0.000182698,2867,16
capt,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.027050579,0.219152306,2867,16
kiddo,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.005832974,0.000302063,2867,16
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.005543868,0.00017241,2867,16
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.004246403,0.000173994,2867,16
capt_simd,baxter,bookshelf_tall_both_arms_hard,2,0.048,6974,true,0.010087936,0.40339543,2867,16
mvtable,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.031502091,0.000152996,13467,31
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.020430814,0.000185376,13467,31
capt,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.068843368,0.21786391,13467,31
kiddo,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.016106239,0.000342912,13467,31
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.017060941,0.000174183,13467,31
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.013442577,0.000194416,13467,31
capt_simd,baxter,bookshelf_tall_both_arms_hard,6,0.048,6966,true,0.029465042,0.407273315,13467,31
mvtable,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.088494887,0.000150145,27767,27
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.056887866,0.000251759,27767,27
capt,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.194214108,0.226826172,27767,27
kiddo,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.04497686,0.000301925,27767,27
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.038427837,0.000172802,27767,27
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.02968315,0.00018158,27767,27
capt_simd,baxter,bookshelf_tall_both_arms_hard,7,0.048,6969,true,0.061236135,0.407668415,27767,27
mvtable,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.07984798,0.000148834,12366,23
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.050217423,0.000182811,12366,23
capt,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.176452198,0.22079104,12366,23
kiddo,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.025289404,0.000335266,12366,23
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.040043448,0.000187934,12366,23
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.030761683,0.00019528,12366,23
capt_simd,baxter,bookshelf_tall_both_arms_hard,8,0.048,6970,true,0.06568011,0.402388913,12366,23
mvtable,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.205640895,0.000163034,53122,44
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.129312989,0.000181292,53122,44
capt,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.468076826,0.220480627,53122,44
kiddo,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.057095093,0.000338939,53122,44
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.117668981,0.000213922,53122,44
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.091912123,0.000180398,53122,44
capt_simd,baxter,bookshelf_tall_both_arms_hard,9,0.048,6976,true,0.20880578,0.402686927,53122,44
mvtable,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.091143048,0.000189603,20903,25
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.057176858,0.000219754,20903,25
capt,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.243701835,0.243768686,20903,25
kiddo,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.029611592,0.00037089,20903,25
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.052269215,0.000211655,20903,25
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.049628522,0.00026235,20903,25
capt_simd,baxter,bookshelf_tall_both_arms_hard,13,0.048,6966,true,0.077377086,0.474627374,20903,25
mvtable,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.034590345,0.0002055,6298,18
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.017518798,0.000212346,6298,18
capt,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.062303043,0.254718166,6298,18
kiddo,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.011880788,0.000355814,6298,18
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.015064712,0.000203597,6298,18
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.009759533,0.000222694,6298,18
capt_simd,baxter,bookshelf_tall_both_arms_hard,14,0.048,6967,true,0.021720627,0.412473907,6298,18
mvtable,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.034467897,0.000156134,17176,15
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.023329587,0.00022612,17176,15
capt,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.086332918,0.245717462,17176,15
kiddo,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.013860797,0.000365303,17176,15
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.019971914,0.000205501,17176,15
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.021999368,0.00023665,17176,15
capt_simd,baxter,bookshelf_tall_both_arms_hard,15,0.048,6971,true,0.035561645,0.459677237,17176,15
mvtable,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.021580735,0.000174782,2321,16
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.012004547,0.000208537,2321,16
capt,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.042523951,0.242493783,2321,16
kiddo,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.007182578,0.000367913,2321,16
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.011188442,0.000159725,2321,16
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.007337758,0.000219607,2321,16
capt_simd,baxter,bookshelf_tall_both_arms_hard,17,0.048,6963,true,0.013892183,0.418131556,2321,16
mvtable,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.168670261,0.000171884,12304,81
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.099491566,0.000248636,12304,81
capt,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.332571072,0.239433953,12304,81
kiddo,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.077964748,0.000341726,12304,81
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.079890511,0.000198174,12304,81
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.051298367,0.000203091,12304,81
capt_simd,baxter,bookshelf_tall_both_arms_hard,18,0.048,6967,true,0.091871716,0.425371557,12304,81
mvtable,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.06556789,0.000172363,4570,31
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.03944904,0.000210423,4570,31
capt,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.136367256,0.241016901,4570,31
kiddo,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.031208821,0.000373818,4570,31
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.025142301,0.000214759,4570,31
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.019226134,0.00020256,4570,31
capt_simd,baxter,bookshelf_tall_both_arms_hard,20,0.048,6977,true,0.049749635,0.439081151,4570,31
mvtable,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.17460878,0.000215127,143609,61
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.128582222,0.000225753,143609,61
capt,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.376721262,0.254996375,143609,61
kiddo,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.064350236,0.000356076,143609,61
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.127441984,0.000170626,143609,61
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.100513565,0.000296757,143609,61
capt_simd,baxter,bookshelf_tall_both_arms_hard,21,0.048,6971,true,0.206488716,0.42725373,143609,61
mvtable,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.03940049,0.000208244,8287,24
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.026239573,0.000227748,8287,24
capt,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.085915757,0.247709055,8287,24
kiddo,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.018362438,0.000359628,8287,24
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.024109718,0.000182845,8287,24
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.018065646,0.000236063,8287,24
capt_simd,baxter,bookshelf_tall_both_arms_hard,22,0.048,6967,true,0.034566812,0.440435185,8287,24
mvtable,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.355347898,0.000153584,80625,30
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.220151944,0.000229816,80625,30
capt,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.708619687,0.222281098,80625,30
kiddo,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.12766142,0.000356353,80625,30
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.168107807,0.000256742,80625,30
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.121816627,0.000292629,80625,30
capt_simd,baxter,bookshelf_tall_both_arms_hard,23,0.048,6961,true,0.229712933,0.464367121,80625,30
mvtable,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.002250287,0.000209198,773,7
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.001427037,0.000201926,773,7
capt,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.00473751,0.23362625,773,7
kiddo,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.002172141,0.000374536,773,7
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.001038829,0.000176858,773,7
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.00085475,0.000191094,773,7
capt_simd,baxter,bookshelf_tall_both_arms_hard,24,0.048,6968,true,0.001880912,0.423987462,773,7
mvtable,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.147892387,0.000163532,29948,33
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.08428863,0.000236859,29948,33
capt,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.345781696,0.248679982,29948,33
kiddo,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.045248927,0.000316355,29948,33
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.071439086,0.000169669,29948,33
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.056539381,0.000197541,29948,33
capt_simd,baxter,bookshelf_tall_both_arms_hard,26,0.048,6964,true,0.121151877,0.401935342,29948,33
mvtable,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.048861739,0.000151227,9854,19
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.030504289,0.000179751,9854,19
capt,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.124026041,0.218542732,9854,19
kiddo,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.016703181,0.000321789,9854,19
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.023351163,0.000159054,9854,19
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.017812267,0.000197689,9854,19
capt_simd,baxter,bookshelf_tall_both_arms_hard,29,0.048,6963,true,0.042191036,0.401445492,9854,19
mvtable,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.052641904,0.000149604,20767,13
mvtable_mutable,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.033815277,0.000179635,20767,13
capt,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.124158335,0.217595778,20767,13
kiddo,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.016406149,0.000309315,20767,13
mvtable_simd,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.027444217,0.000160496,20767,13
mvtable_mutable_simd,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.022204664,0.00026442,20767,13
capt_simd,baxter,bookshelf_tall_both_arms_hard,30,0.048,6969,true,0.046947409,0.402116674,20767,13
mvtable,baxter,bookshelf_tall_both_arms_hard,31,0.048,6975,true,0.035710705,0.000153009,10225,22
