structure,robot,dataset,scene_id,r_filter,n_points,solved,time_secs,construction_secs,n_samples,n_nodes
mvtable_simd,panda,box,47,0.048,2703,true,0.000320697,0.000236268,7,6
mvtable_mutable_simd,panda,box,47,0.048,2703,true,0.000325961,0.000301869,7,6
capt_simd,panda,box,47,0.048,2703,true,0.000219162,0.00338929,7,6
mvtable,panda,box,48,0.048,2508,true,0.000230057,0.000185391,2,5
mvtable_mutable,panda,box,48,0.048,2508,true,0.000214178,0.000190358,2,5
capt,panda,box,48,0.048,2508,true,0.000432216,0.003084637,2,5
kiddo,panda,box,48,0.048,2508,true,0.000537198,0.00011915,2,5
mvtable_simd,panda,box,48,0.048,2508,true,0.000223431,0.000210439,2,5
mvtable_mutable_simd,panda,box,48,0.048,2508,true,0.00020998,0.000213509,2,5
capt_simd,panda,box,48,0.048,2508,true,0.000253058,0.003326622,2,5
mvtable,panda,box,49,0.048,2409,true,0.00061526,0.000169378,93,13
mvtable_mutable,panda,box,49,0.048,2409,true,0.000577837,0.000219156,93,13
capt,panda,box,49,0.048,2409,true,0.000369773,0.003038547,59,13
kiddo,panda,box,49,0.048,2409,true,0.001677064,0.00012239,93,13
mvtable_simd,panda,box,49,0.048,2409,true,0.000507175,0.000209965,93,13
mvtable_mutable_simd,panda,box,49,0.048,2409,true,0.000473474,0.000227653,93,13
capt_simd,panda,box,49,0.048,2409,true,0.000329889,0.003210966,59,13
mvtable,panda,box,50,0.048,2352,true,0.000182846,0.0001617,1,4
mvtable_mutable,panda,box,50,0.048,2352,true,0.000185612,0.000241438,1,4
capt,panda,box,50,0.048,2352,true,0.000246595,0.00290342,1,4
kiddo,panda,box,50,0.048,2352,true,0.000547418,0.000129723,1,4
mvtable_simd,panda,box,50,0.048,2352,true,0.000178119,0.000192747,1,4
mvtable_mutable_simd,panda,box,50,0.048,2352,true,0.000181115,0.000244894,1,4
capt_simd,panda,box,50,0.048,2352,true,0.000166521,0.002959719,1,4
mvtable,panda,cage,1,0.048,1938,true,0.003748363,0.000118271,925,65
mvtable_mutable,panda,cage,1,0.048,1938,true,0.00335425,0.000153729,925,65
capt,panda,cage,1,0.048,1938,true,0.006109588,0.001948867,925,65
kiddo,panda,cage,1,0.048,1938,true,0.012191065,0.000088385,925,65
mvtable_simd,panda,cage,1,0.048,1938,true,0.003520291,0.00015647,925,65
mvtable_mutable_simd,panda,cage,1,0.048,1938,true,0.003266978,0.000153227,925,65
capt_simd,panda,cage,1,0.048,1938,true,0.004194937,0.002100795,925,65
mvtable,panda,cage,2,0.048,1949,true,0.000276913,0.000150563,30,7
mvtable_mutable,panda,cage,2,0.048,1949,true,0.000257884,0.000195662,30,7
capt,panda,cage,2,0.048,1949,true,0.000391454,0.001914069,30,7
kiddo,panda,cage,2,0.048,1949,true,0.000954387,0.000083093,30,7
mvtable_simd,panda,cage,2,0.048,1949,true,0.000274667,0.00016624,30,7
mvtable_mutable_simd,panda,cage,2,0.048,1949,true,0.000238207,0.000154104,30,7
capt_simd,panda,cage,2,0.048,1949,true,0.000300478,0.002005106,30,7
mvtable,panda,cage,3,0.048,2032,true,0.001977135,0.000145765,368,32
mvtable_mutable,panda,cage,3,0.048,2032,true,0.001813344,0.000225787,368,32
capt,panda,cage,3,0.048,2032,true,0.003422697,0.002031723,368,32
kiddo,panda,cage,3,0.048,2032,true,0.004737838,0.000079928,368,32
mvtable_simd,panda,cage,3,0.048,2032,true,0.001794801,0.000182241,368,32
mvtable_mutable_simd,panda,cage,3,0.048,2032,true,0.001587372,0.000160294,368,32
capt_simd,panda,cage,3,0.048,2032,true,0.001929416,0.00225005,368,32
mvtable,panda,cage,4,0.048,2068,true,0.00037356,0.000145835,39,11
mvtable_mutable,panda,cage,4,0.048,2068,true,0.000345766,0.000165666,39,11
capt,panda,cage,4,0.048,2068,true,0.000718225,0.002455863,39,11
kiddo,panda,cage,4,0.048,2068,true,0.00101351,0.000108267,39,11
mvtable_simd,panda,cage,4,0.048,2068,true,0.000354988,0.000168714,39,11
mvtable_mutable_simd,panda,cage,4,0.048,2068,true,0.000344053,0.000163866,39,11
capt_simd,panda,cage,4,0.048,2068,true,0.000418784,0.002608408,39,11
mvtable,panda,cage,5,0.048,1980,true,0.000531747,0.000151743,79,15
mvtable_mutable,panda,cage,5,0.048,1980,true,0.00046423,0.00015619,79,15
capt,panda,cage,5,0.048,1980,true,0.001202115,0.002057508,79,15
kiddo,panda,cage,5,0.048,1980,true,0.001922464,0.000080854,79,15
mvtable_simd,panda,cage,5,0.048,1980,true,0.000509474,0.000171757,79,15
mvtable_mutable_simd,panda,cage,5,0.048,1980,true,0.000473702,0.00021877,79,15
capt_simd,panda,cage,5,0.048,1980,true,0.000606191,0.002124174,79,15
mvtable,panda,cage,6,0.048,2119,true,0.006220651,0.000156998,1192,86
mvtable_mutable,panda,cage,6,0.048,2119,true,0.005556575,0.000169985,1192,86
capt,panda,cage,6,0.048,2119,true,0.009345783,0.002444752,1192,86
kiddo,panda,cage,6,0.048,2119,true,0.014064337,0.000109265,1192,86
mvtable_simd,panda,cage,6,0.048,2119,true,0.005941323,0.0001771,1192,86
mvtable_mutable_simd,panda,cage,6,0.048,2119,true,0.005482757,0.000170719,1192,86
capt_simd,panda,cage,6,0.048,2119,true,0.006365273,0.002645996,1192,86
mvtable,panda,cage,7,0.048,2008,true,0.001280855,0.000169177,137,29
mvtable_mutable,panda,cage,7,0.048,2008,true,0.001054773,0.000165456,137,29
capt,panda,cage,7,0.048,2008,true,0.001756134,0.002028752,137,29
kiddo,panda,cage,7,0.048,2008,true,0.003358967,0.00008857,137,29
mvtable_simd,panda,cage,7,0.048,2008,true,0.001134551,0.000185203,137,29
mvtable_mutable_simd,panda,cage,7,0.048,2008,true,0.001012929,0.000177632,137,29
capt_simd,panda,cage,7,0.048,2008,true,0.001209319,0.002348239,137,29
mvtable,panda,cage,8,0.048,2007,true,0.001673744,0.000140689,266,39
mvtable_mutable,panda,cage,8,0.048,2007,true,0.001565506,0.000220258,266,39
capt,panda,cage,8,0.048,2007,true,0.002661626,0.001984599,266,39
kiddo,panda,cage,8,0.048,2007,true,0.00548591,0.00007575,266,39
mvtable_simd,panda,cage,8,0.048,2007,true,0.001556551,0.000163184,266,39
mvtable_mutable_simd,panda,cage,8,0.048,2007,true,0.001426238,0.00015846,266,39
capt_simd,panda,cage,8,0.048,2007,true,0.001814562,0.002144554,266,39
mvtable,panda,cage,9,0.048,2021,true,0.004364784,0.000172381,980,70
mvtable_mutable,panda,cage,9,0.048,2021,true,0.003935617,0.000158073,980,70
capt,panda,cage,9,0.048,2021,true,0.007708348,0.002057127,980,70
kiddo,panda,cage,9,0.048,2021,true,0.01204736,0.000092555,980,70
mvtable_simd,panda,cage,9,0.048,2021,true,0.004212247,0.000181731,980,70
mvtable_mutable_simd,panda,cage,9,0.048,2021,true,0.003911411,0.000161725,980,70
capt_simd,panda,cage,9,0.048,2021,true,0.004417583,0.002268711,980,70
mvtable,panda,cage,10,0.048,2028,true,0.000653171,0.000143852,94,21
mvtable_mutable,panda,cage,10,0.048,2028,true,0.000593707,0.000160577,94,21
capt,panda,cage,10,0.048,2028,true,0.001216039,0.002119329,94,21
kiddo,panda,cage,10,0.048,2028,true,0.002140975,0.000084272,94,21
mvtable_simd,panda,cage,10,0.048,2028,true,0.000609731,0.000180553,94,21
mvtable_mutable_simd,panda,cage,10,0.048,2028,true,0.000617651,0.000159802,94,21
capt_simd,panda,cage,10,0.048,2028,true,0.000839933,0.002257014,94,21
mvtable,panda,cage,11,0.048,1936,true,0.000555983,0.000159734,112,11
mvtable_mutable,panda,cage,11,0.048,1936,true,0.000459382,0.000246442,112,11
capt,panda,cage,11,0.048,1936,true,0.000822933,0.002113499,112,11
kiddo,panda,cage,11,0.048,1936,true,0.001798804,0.000080219,112,11
mvtable_simd,panda,cage,11,0.048,1936,true,0.000435996,0.000149453,112,11
mvtable_mutable_simd,panda,cage,11,0.048,1936,true,0.000438042,0.000235778,112,11
capt_simd,panda,cage,11,0.048,1936,true,0.000545042,0.002151029,112,11
mvtable,panda,cage,12,0.048,2002,true,0.00083447,0.000144771,81,21
mvtable_mutable,panda,cage,12,0.048,2002,true,0.000791195,0.000216307,81,21
capt,panda,cage,12,0.048,2002,true,0.001823219,0.002018501,81,21
kiddo,panda,cage,12,0.048,2002,true,0.002519099,0.000093799,81,21
mvtable_simd,panda,cage,12,0.048,2002,true,0.000822258,0.000155302,81,21
mvtable_mutable_simd,panda,cage,12,0.048,2002,true,0.000711165,0.000216029,81,21
capt_simd,panda,cage,12,0.048,2002,true,0.000796042,0.002053418,81,21
mvtable,panda,cage,13,0.048,2084,true,0.00283814,0.000153227,390,62
mvtable_mutable,panda,cage,13,0.048,2084,true,0.002538805,0.000191569,390,62
capt,panda,cage,13,0.048,2084,true,0.005621168,0.002496869,390,62
kiddo,panda,cage,13,0.048,2084,true,0.007139992,0.000110585,390,62
mvtable_simd,panda,cage,13,0.048,2084,true,0.002701397,0.000174927,390,62
mvtable_mutable_simd,panda,cage,13,0.048,2084,true,0.002544169,0.000165259,390,62
capt_simd,panda,cage,13,0.048,2084,true,0.002811902,0.00261582,390,62
mvtable,panda,cage,14,0.048,1838,true,0.000549355,0.000134221,149,15
mvtable_mutable,panda,cage,14,0.048,1838,true,0.000521353,0.000148739,149,15
capt,panda,cage,14,0.048,1838,true,0.001404283,0.001841727,149,15
kiddo,panda,cage,14,0.048,1838,true,0.001957799,0.000071765,149,15
mvtable_simd,panda,cage,14,0.048,1838,true,0.000528882,0.000138801,149,15
mvtable_mutable_simd,panda,cage,14,0.048,1838,true,0.000536161,0.000201285,149,15
capt_simd,panda,cage,14,0.048,1838,true,0.0007382,0.002045618,149,15
mvtable,panda,cage,15,0.048,2001,true,0.003002115,0.000221691,588,53
mvtable_mutable,panda,cage,15,0.048,2001,true,0.002779287,0.000197607,588,53
capt,panda,cage,15,0.048,2001,true,0.005435647,0.002035825,588,53
kiddo,panda,cage,15,0.048,2001,true,0.008805884,0.000083935,588,53
mvtable_simd,panda,cage,15,0.048,2001,true,0.002842665,0.000154284,588,53
mvtable_mutable_simd,panda,cage,15,0.048,2001,true,0.002781,0.000217223,588,53
capt_simd,panda,cage,15,0.048,2001,true,0.003015533,0.002415715,588,53
mvtable,panda,cage,16,0.048,1948,true,0.000666847,0.000142199,78,19
mvtable_mutable,panda,cage,16,0.048,1948,true,0.000614158,0.000236666,78,19
capt,panda,cage,16,0.048,1948,true,0.001672879,0.001982103,78,19
kiddo,panda,cage,16,0.048,1948,true,0.002206083,0.0000822,78,19
mvtable_simd,panda,cage,16,0.048,1948,true,0.000567792,0.000147696,78,19
mvtable_mutable_simd,panda,cage,16,0.048,1948,true,0.000586246,0.000212023,78,19
capt_simd,panda,cage,16,0.048,1948,true,0.000792939,0.002091542,78,19
mvtable,panda,cage,17,0.048,1877,true,0.000599791,0.000125863,65,21
mvtable_mutable,panda,cage,17,0.048,1877,true,0.000549454,0.000147908,65,21
capt,panda,cage,17,0.048,1877,true,0.001763134,0.001862782,65,21
kiddo,panda,cage,17,0.048,1877,true,0.002351307,0.000070616,65,21
mvtable_simd,panda,cage,17,0.048,1877,true,0.000542299,0.000153435,65,21
mvtable_mutable_simd,panda,cage,17,0.048,1877,true,0.000515191,0.00014798,65,21
capt_simd,panda,cage,17,0.048,1877,true,0.000809339,0.001929037,65,21
mvtable,panda,cage,18,0.048,1768,true,0.000396995,0.000123428,49,15
mvtable_mutable,panda,cage,18,0.048,1768,true,0.00037215,0.000141083,49,15
capt,panda,cage,18,0.048,1768,true,0.000789991,0.001858619,49,15
kiddo,panda,cage,18,0.048,1768,true,0.001352426,0.000073956,49,15
mvtable_simd,panda,cage,18,0.048,1768,true,0.000368163,0.000167664,49,15
mvtable_mutable_simd,panda,cage,18,0.048,1768,true,0.000374256,0.000189734,49,15
capt_simd,panda,cage,18,0.048,1768,true,0.00050432,0.001914027,49,15
mvtable,panda,cage,19,0.048,1930,true,0.000650963,0.000134793,100,20
mvtable_mutable,panda,cage,19,0.048,1930,true,0.000605445,0.000152205,100,20
capt,panda,cage,19,0.048,1930,true,0.001176008,0.001885462,100,20
kiddo,panda,cage,19,0.048,1930,true,0.002672816,0.000082463,100,20
mvtable_simd,panda,cage,19,0.048,1930,true,0.000629596,0.000166952,100,20
mvtable_mutable_simd,panda,cage,19,0.048,1930,true,0.000573595,0.000151453,100,20
capt_simd,panda,cage,19,0.048,1930,true,0.00079779,0.001998024,100,20
mvtable,panda,cage,20,0.048,1766,true,0.001262275,0.000153846,278,30
mvtable_mutable,panda,cage,20,0.048,1766,true,0.001172972,0.000142057,278,30
capt,panda,cage,20,0.048,1766,true,0.002659083,0.001795818,278,30
kiddo,panda,cage,20,0.048,1766,true,0.004047673,0.000080663,278,30
mvtable_simd,panda,cage,20,0.048,1766,true,0.001222705,0.000145719,278,30
mvtable_mutable_simd,panda,cage,20,0.048,1766,true,0.001130719,0.00014096,278,30
capt_simd,panda,cage,20,0.048,1766,true,0.001420158,0.001937442,278,30
mvtable,panda,cage,21,0.048,1967,true,0.000236394,0.000138311,28,6
mvtable_mutable,panda,cage,21,0.048,1967,true,0.000231646,0.000203698,28,6
capt,panda,cage,21,0.048,1967,true,0.00032169,0.001962574,28,6
kiddo,panda,cage,21,0.048,1967,true,0.0009005,0.000092468,28,6
mvtable_simd,panda,cage,21,0.048,1967,true,0.000219191,0.000152722,28,6
mvtable_mutable_simd,panda,cage,21,0.048,1967,true,0.000200708,0.000156452,28,6
capt_simd,panda,cage,21,0.048,1967,true,0.000248341,0.002043282,28,6
mvtable,panda,cage,22,0.048,1850,true,0.002374863,0.000127939,420,61
mvtable_mutable,panda,cage,22,0.048,1850,true,0.002153165,0.000200381,420,61
capt,panda,cage,22,0.048,1850,true,0.005379678,0.001883257,420,61
kiddo,panda,cage,22,0.048,1850,true,0.008453897,0.000077696,420,61
mvtable_simd,panda,cage,22,0.048,1850,true,0.002367016,0.000171245,420,61
mvtable_mutable_simd,panda,cage,22,0.048,1850,true,0.002049342,0.000152295,420,61
capt_simd,panda,cage,22,0.048,1850,true,0.002881846,0.002135326,420,61
mvtable,panda,cage,23,0.048,1945,true,0.000769478,0.000134589,121,17
mvtable_mutable,panda,cage,23,0.048,1945,true,0.000695696,0.000153553,121,17
capt,panda,cage,23,0.048,1945,true,0.001419646,0.001923495,121,17
kiddo,panda,cage,23,0.048,1945,true,0.00268179,0.000088207,121,17
mvtable_simd,panda,cage,23,0.048,1945,true,0.000756963,0.000154923,121,17
mvtable_mutable_simd,panda,cage,23,0.048,1945,true,0.000734768,0.000232115,121,17
capt_simd,panda,cage,23,0.048,1945,true,0.000859452,0.002099441,121,17
mvtable,panda,cage,24,0.048,2026,true,0.000271265,0.000163696,36,8
mvtable_mutable,panda,cage,24,0.048,2026,true,0.000241845,0.00015943,36,8
capt,panda,cage,24,0.048,2026,true,0.000463574,0.00200794,36,8
kiddo,panda,cage,24,0.048,2026,true,0.000902777,0.000073747,36,8
mvtable_simd,panda,cage,24,0.048,2026,true,0.000264178,0.00017752,36,8
mvtable_mutable_simd,panda,cage,24,0.048,2026,true,0.00024626,0.000220855,36,8
capt_simd,panda,cage,24,0.048,2026,true,0.000289973,0.002158319,36,8
mvtable,panda,cage,25,0.048,2022,true,0.000274936,0.000139144,21,7
mvtable_mutable,panda,cage,25,0.048,2022,true,0.000247988,0.000159471,21,7
capt,panda,cage,25,0.048,2022,true,0.000439271,0.002012097,21,7
kiddo,panda,cage,25,0.048,2022,true,0.00077484,0.000086128,21,7
mvtable_simd,panda,cage,25,0.048,2022,true,0.000250541,0.000153767,21,7
mvtable_mutable_simd,panda,cage,25,0.048,2022,true,0.000235659,0.000159164,21,7
capt_simd,panda,cage,25,0.048,2022,true,0.000274872,0.002239206,21,7
mvtable,panda,cage,26,0.048,1755,true,0.000865585,0.000122761,95,21
mvtable_mutable,panda,cage,26,0.048,1755,true,0.000757611,0.000140294,95,21
capt,panda,cage,26,0.048,1755,true,0.001403005,0.00179344,95,21
kiddo,panda,cage,26,0.048,1755,true,0.002808416,0.000068244,95,21
mvtable_simd,panda,cage,26,0.048,1755,true,0.000765909,0.000155504,95,21
mvtable_mutable_simd,panda,cage,26,0.048,1755,true,0.000738042,0.000142535,95,21
capt_simd,panda,cage,26,0.048,1755,true,0.000893866,0.001859549,95,21
mvtable,panda,cage,27,0.048,1974,true,0.000351518,0.000139788,36,9
mvtable_mutable,panda,cage,27,0.048,1974,true,0.000315504,0.000157133,36,9
capt,panda,cage,27,0.048,1974,true,0.000597938,0.00195248,36,9
kiddo,panda,cage,27,0.048,1974,true,0.001225374,0.000070492,36,9
mvtable_simd,panda,cage,27,0.048,1974,true,0.000329497,0.000158813,36,9
mvtable_mutable_simd,panda,cage,27,0.048,1974,true,0.000299562,0.000156608,36,9
capt_simd,panda,cage,27,0.048,1974,true,0.000404919,0.00206402,36,9
mvtable,panda,cage,28,0.048,1948,true,0.001133411,0.000155067,254,31
mvtable_mutable,panda,cage,28,0.048,1948,true,0.001133815,0.000169841,254,31
capt,panda,cage,28,0.048,1948,true,0.001730626,0.001925656,254,31
kiddo,panda,cage,28,0.048,1948,true,0.003931453,0.000079352,254,31
mvtable_simd,panda,cage,28,0.048,1948,true,0.001027481,0.00014774,254,31
mvtable_mutable_simd,panda,cage,28,0.048,1948,true,0.000953063,0.000152607,254,31
capt_simd,panda,cage,28,0.048,1948,true,0.001284475,0.002033645,254,31
mvtable,panda,cage,29,0.048,1950,true,0.001313938,0.000154488,330,27
mvtable_mutable,panda,cage,29,0.048,1950,true,0.001184126,0.000151511,330,27
capt,panda,cage,29,0.048,1950,true,0.002022113,0.001980279,330,27
kiddo,panda,cage,29,0.048,1950,true,0.004603992,0.00009057,330,27
mvtable_simd,panda,cage,29,0.048,1950,true,0.001269082,0.000148848,330,27
mvtable_mutable_simd,panda,cage,29,0.048,1950,true,0.001155055,0.000149437,330,27
capt_simd,panda,cage,29,0.048,1950,true,0.001429435,0.002218681,330,27
mvtable,panda,cage,30,0.048,1979,true,0.002008828,0.000162747,518,31
mvtable_mutable,panda,cage,30,0.048,1979,true,0.001676509,0.000155879,518,31
capt,panda,cage,30,0.048,1979,true,0.003953387,0.002214014,518,31
kiddo,panda,cage,30,0.048,1979,true,0.005686241,0.000073295,518,31
mvtable_simd,panda,cage,30,0.048,1979,true,0.001891204,0.000184335,518,31
mvtable_mutable_simd,panda,cage,30,0.048,1979,true,0.001637942,0.000157211,518,31
capt_simd,panda,cage,30,0.048,1979,true,0.002122872,0.002114534,518,31
mvtable,panda,cage,31,0.048,2002,true,0.000523439,0.000165243,60,15
mvtable_mutable,panda,cage,31,0.048,2002,true,0.000463408,0.000158315,60,15
capt,panda,cage,31,0.048,2002,true,0.000823668,0.002081937,60,15
kiddo,panda,cage,31,0.048,2002,true,0.00166066,0.00007528,60,15
mvtable_simd,panda,cage,31,0.048,2002,true,0.00050629,0.000157875,60,15
mvtable_mutable_simd,panda,cage,31,0.048,2002,true,0.000446507,0.000159547,60,15
capt_simd,panda,cage,31,0.048,2002,true,0.000535767,0.002106327,60,15
mvtable,panda,cage,32,0.048,1881,true,0.000622096,0.000129159,78,23
mvtable_mutable,panda,cage,32,0.048,1881,true,0.000586695,0.000149072,78,23
capt,panda,cage,32,0.048,1881,true,0.001270714,0.001874437,78,23
kiddo,panda,cage,32,0.048,1881,true,0.002547115,0.000070347,78,23
mvtable_simd,panda,cage,32,0.048,1881,true,0.000572334,0.000147627,78,23
mvtable_mutable_simd,panda,cage,32,0.048,1881,true,0.000549829,0.000148398,78,23
capt_simd,panda,cage,32,0.048,1881,true,0.00082576,0.00196095,78,23
mvtable,panda,cage,33,0.048,1860,true,0.001079097,0.000144929,199,31
mvtable_mutable,panda,cage,33,0.048,1860,true,0.000973728,0.000142654,199,31
capt,panda,cage,33,0.048,1860,true,0.001823715,0.001857099,199,31
kiddo,panda,cage,33,0.048,1860,true,0.004127439,0.000071835,199,31
mvtable_simd,panda,cage,33,0.048,1860,true,0.000973558,0.000140479,199,31
mvtable_mutable_simd,panda,cage,33,0.048,1860,true,0.000908031,0.000165841,199,31
capt_simd,panda,cage,33,0.048,1860,true,0.001281548,0.001961502,199,31
mvtable,panda,cage,34,0.048,1946,true,0.002264591,0.000132862,315,48
mvtable_mutable,panda,cage,34,0.048,1946,true,0.001879119,0.000144416,315,48
capt,panda,cage,34,0.048,1946,true,0.005589092,0.00196446,315,48
kiddo,panda,cage,34,0.048,1946,true,0.00720711,0.000074574,315,48
mvtable_simd,panda,cage,34,0.048,1946,true,0.001930286,0.00015641,315,48
mvtable_mutable_simd,panda,cage,34,0.048,1946,true,0.001810298,0.000143737,315,48
capt_simd,panda,cage,34,0.048,1946,true,0.002574392,0.002045792,315,48
mvtable,panda,cage,35,0.048,1941,true,0.002039358,0.000135584,600,34
mvtable_mutable,panda,cage,35,0.048,1941,true,0.002004143,0.000174638,600,34
capt,panda,cage,35,0.048,1941,true,0.003599211,0.002136557,600,34
kiddo,panda,cage,35,0.048,1941,true,0.006403277,0.000083476,600,34
mvtable_simd,panda,cage,35,0.048,1941,true,0.002057641,0.000156542,600,34
mvtable_mutable_simd,panda,cage,35,0.048,1941,true,0.001805729,0.000224437,600,34
capt_simd,panda,cage,35,0.048,1941,true,0.002421125,0.002024809,600,34
mvtable,panda,cage,36,0.048,1892,true,0.000489933,0.000134066,59,17
mvtable_mutable,panda,cage,36,0.048,1892,true,0.000510103,0.000199217,59,17
capt,panda,cage,36,0.048,1892,true,0.000905316,0.001889338,59,17
kiddo,panda,cage,36,0.048,1892,true,0.002115763,0.000078716,59,17
mvtable_simd,panda,cage,36,0.048,1892,true,0.000445468,0.000144062,59,17
mvtable_mutable_simd,panda,cage,36,0.048,1892,true,0.000430006,0.000149203,59,17
capt_simd,panda,cage,36,0.048,1892,true,0.000631645,0.00200908,59,17
mvtable,panda,cage,37,0.048,2079,true,0.001735352,0.000146593,700,15
mvtable_mutable,panda,cage,37,0.048,2079,true,0.001491365,0.00017967,700,15
capt,panda,cage,37,0.048,2079,true,0.003030331,0.002509249,700,15
kiddo,panda,cage,37,0.048,2079,true,0.003774637,0.000106773,700,15
mvtable_simd,panda,cage,37,0.048,2079,true,0.001653529,0.000158846,700,15
mvtable_mutable_simd,panda,cage,37,0.048,2079,true,0.001502428,0.000168502,700,15
capt_simd,panda,cage,37,0.048,2079,true,0.001708259,0.002536137,700,15
mvtable,panda,cage,38,0.048,1866,true,0.008457394,0.000125433,1863,153
mvtable_mutable,panda,cage,38,0.048,1866,true,0.007803922,0.000150076,1863,153
capt,panda,cage,38,0.048,1866,true,0.014556365,0.001912057,1863,153
kiddo,panda,cage,38,0.048,1866,true,0.026630282,0.000079257,1863,153
mvtable_simd,panda,cage,38,0.048,1866,true,0.008059011,0.000167717,1863,153
mvtable_mutable_simd,panda,cage,38,0.048,1866,true,0.007590449,0.000165063,1863,153
capt_simd,panda,cage,38,0.048,1866,true,0.009727855,0.002048131,1863,153
mvtable,panda,cage,39,0.048,1937,true,0.000636742,0.000142778,91,23
mvtable_mutable,panda,cage,39,0.048,1937,true,0.00060033,0.00016554,91,23
capt,panda,cage,39,0.048,1937,true,0.00207221,0.001931777,91,23
kiddo,panda,cage,39,0.048,1937,true,0.002424209,0.000083208,91,23
mvtable_simd,panda,cage,39,0.048,1937,true,0.000598033,0.000147537,91,23
mvtable_mutable_simd,panda,cage,39,0.048,1937,true,0.000568032,0.000153576,91,23
capt_simd,panda,cage,39,0.048,1937,true,0.000891709,0.00202379,91,23
mvtable,panda,cage,40,0.048,1848,true,0.00040631,0.000146363,46,13
mvtable_mutable,panda,cage,40,0.048,1848,true,0.000383356,0.00014989,46,13
capt,panda,cage,40,0.048,1848,true,0.001150356,0.001865172,46,13
kiddo,panda,cage,40,0.048,1848,true,0.001546804,0.000083235,46,13
mvtable_simd,panda,cage,40,0.048,1848,true,0.000375972,0.00013941,46,13
mvtable_mutable_simd,panda,cage,40,0.048,1848,true,0.000381032,0.000146939,46,13
capt_simd,panda,cage,40,0.048,1848,true,0.000574811,0.001962334,46,13
mvtable,panda,cage,41,0.048,2067,true,0.002826833,0.000148128,504,47
mvtable_mutable,panda,cage,41,0.048,2067,true,0.002578494,0.000164704,504,47
capt,panda,cage,41,0.048,2067,true,0.005246798,0.002489778,504,47
kiddo,panda,cage,41,0.048,2067,true,0.007091488,0.000098996,504,47
mvtable_simd,panda,cage,41,0.048,2067,true,0.002762572,0.000166457,504,47
mvtable_mutable_simd,panda,cage,41,0.048,2067,true,0.002559759,0.000167193,504,47
capt_simd,panda,cage,41,0.048,2067,true,0.002902113,0.002554961,504,47
mvtable,panda,cage,42,0.048,1987,true,0.004598239,0.000141954,983,88
mvtable_mutable,panda,cage,42,0.048,1987,true,0.004234116,0.000170888,983,88
capt,panda,cage,42,0.048,1987,true,0.007222973,0.001999336,983,88
kiddo,panda,cage,42,0.048,1987,true,0.013570147,0.000078495,983,88
mvtable_simd,panda,cage,42,0.048,1987,true,0.004450489,0.000190167,983,88
mvtable_mutable_simd,panda,cage,42,0.048,1987,true,0.004138564,0.000157701,983,88
capt_simd,panda,cage,42,0.048,1987,true,0.004831704,0.002239048,983,88
mvtable,panda,cage,43,0.048,1944,true,0.002477621,0.000164554,576,51
mvtable_mutable,panda,cage,43,0.048,1944,true,0.002184618,0.000154431,576,51
capt,panda,cage,43,0.048,1944,true,0.003853494,0.001947961,576,51
kiddo,panda,cage,43,0.048,1944,true,0.008116444,0.000074691,576,51
mvtable_simd,panda,cage,43,0.048,1944,true,0.00234432,0.000153195,576,51
mvtable_mutable_simd,panda,cage,43,0.048,1944,true,0.002146062,0.000210523,576,51
capt_simd,panda,cage,43,0.048,1944,true,0.002710803,0.002116397,576,51
mvtable,panda,cage,44,0.048,1990,true,0.00030746,0.000140187,42,9
mvtable_mutable,panda,cage,44,0.048,1990,true,0.000305336,0.000202185,42,9
capt,panda,cage,44,0.048,1990,true,0.000467931,0.002107413,42,9
kiddo,panda,cage,44,0.048,1990,true,0.001013753,0.000082792,42,9
mvtable_simd,panda,cage,44,0.048,1990,true,0.000288458,0.000159638,42,9
mvtable_mutable_simd,panda,cage,44,0.048,1990,true,0.00026663,0.000154383,42,9
capt_simd,panda,cage,44,0.048,1990,true,0.000332078,0.002134854,42,9
mvtable,panda,cage,45,0.048,1981,true,0.003848143,0.00014864,715,66
mvtable_mutable,panda,cage,45,0.048,1981,true,0.003419483,0.000154531,715,66
capt,panda,cage,45,0.048,1981,true,0.006646288,0.001976654,715,66
kiddo,panda,cage,45,0.048,1981,true,0.011620657,0.000071485,715,66
mvtable_simd,panda,cage,45,0.048,1981,true,0.003839215,0.00018221,715,66
mvtable_mutable_simd,panda,cage,45,0.048,1981,true,0.003503093,0.00020546,715,66
capt_simd,panda,cage,45,0.048,1981,true,0.004434205,0.002151329,715,66
mvtable,panda,cage,46,0.048,1866,true,0.00102895,0.000132275,169,36
mvtable_mutable,panda,cage,46,0.048,1866,true,0.000950571,0.000149183,169,36
capt,panda,cage,46,0.048,1866,true,0.00207696,0.001895158,169,36
kiddo,panda,cage,46,0.048,1866,true,0.004140785,0.000088481,169,36
mvtable_simd,panda,cage,46,0.048,1866,true,0.000949864,0.000144094,169,36
mvtable_mutable_simd,panda,cage,46,0.048,1866,true,0.000977248,0.00016847,169,36
capt_simd,panda,cage,46,0.048,1866,true,0.001319344,0.002093657,169,36
mvtable,panda,cage,47,0.048,1891,true,0.000360404,0.000132764,42,12
mvtable_mutable,panda,cage,47,0.048,1891,true,0.000339581,0.000152124,42,12
capt,panda,cage,47,0.048,1891,true,0.000786346,0.001854402,42,12
kiddo,panda,cage,47,0.048,1891,true,0.001476378,0.000079492,42,12
